artigoEmPeriodico	 	2019	1865-1674	http://dx.doi.org/10.1111/tbed.13210	First description of Theiler's disease-associated virus infection and epidemiological investigation of equine pegivirus and equine hepacivirus coinfection in Brazil	Transboundary and Emerging Diseases	FIGUEIREDO, ANDREZA SORIANO ; MORAES, MARIA VITÓRIA DOS SANTOS ; SOARES, CAROLINE CORDEIRO ; CHALHOUB, FLÁVIA LOWEN LEVY ; FILIPPIS, ANA MARIA BISPO ; SANTOS, DEBORA REGINA LOPES ; ALMEIDA, FERNANDO QUEIROZ ; GODOI, TATIANNE LEME OLIVEIRA SANTOS ; SOUZA, ALINE MOREIRA ; BURDMAN, TATIANA ROZENTAL ; LEMOS, ELBA REGINA SAMPAIO ; REIS, JENNER KARLISSON PIMENTA ; CRUZ, O. G. ; Pinto, M. A.		
artigoEmPeriodico	 	2019	1471-2954	http://dx.doi.org/10.1098/rspb.2019.1867	Space-time dynamics of a triple epidemic: dengue, chikungunya and Zika clusters in the city of Rio de Janeiro	PROCEEDINGS OF THE ROYAL SOCIETY B: BIOLOGICAL SCIENCES	FREITAS, LAÍS PICININI ; Cruz, Oswaldo Gonçalves ; LOWE, RACHEL ; SÁ CARVALHO, MARILIA		
artigoEmPeriodico	 	2019	2380-193X	http://dx.doi.org/10.1089/trgh.2018.0063	Transcendendo: A Cohort Study of HIV-Infected and Uninfected Transgender Women in Rio de Janeiro, Brazil	Transgender Health	GARCIA FERREIRA, ANA CRISTINA ; ESTEVES COELHO, LARA ; JALIL, EMILIA MOREIRA ; LUZ, PAULA MENDES ; FRIEDMAN, RUTH K. ; GUIMARÃES, MARIA REGINA C. ; MOREIRA, RODRIGO C. ; EKSTERMAN, LEONARDO F. ; CARDOSO, SANDRA WAGNER ; CASTRO, CRISTIANE V. ; DERRICO, MONICA ; MOREIRA, RONALDO I. ; FERNANDES, BIANCKA ; MONTEIRO, LAYLLA ; KAMEL, LUCIANA ; Pacheco, Antonio G. ; VELOSO, VALDILEA G. ; GRINSZTEJN, BEATRIZ		
artigoEmPeriodico	 	2019	1935-2735	http://dx.doi.org/10.1371/journal.pntd.0007023	Matching the genetics of released and local Aedes aegypti populations is critical to assure Wolbachia invasion	PLoS Neglected Tropical Diseases	GARCIA, GABRIELA DE AZAMBUJA ; SYLVESTRE, GABRIEL ; AGUIAR, RAQUEL ; DA COSTA, GUILHERME BORGES ; MARTINS, ADEMIR JESUS ; LIMA, JOSÉ BENTO PEREIRA ; PETERSEN, MARTHA T. ; LOURENÇO-DE-OLIVEIRA, RICARDO ; SHADBOLT, MARION F. ; RA?I', GORDANA ; HOFFMANN, ARY A. ; VILLELA, DANIEL A. M. ; DIAS, FERNANDO B. S. ; DONG, YI ; O?NEILL, SCOTT L. ; MOREIRA, LUCIANO A. ; MACIEL-DE-FREITAS, RAFAEL		
artigoEmPeriodico	 	2019	1661-8769	http://dx.doi.org/10.1159/000501892	Identification of Novel and Recurrent RMRP Variants in a Series of Brazilian Patients with Cartilage-Hair Hypoplasia: McKusick Syndrome	MOLECULAR SYNDROMOLOGY	GOMES, M. E. ; PATERNOSTRO, L. ; MOURA, V. R. ; SANTOS, D. A. ; CAFFARENA, ERNESTO ; HOROVITZ, D. ; SANSEVERINO, M. T. ; FERRAZ, G. ; FELIX, T. M. ; CAVALCANTI, D. ; LLERENA, J. ; GONZALEZ, S.		
artigoEmPeriodico	 	2019	1678-4464	http://dx.doi.org/10.1590/0102-311x00098918	Acurácia da determinação da idade gestacional no Sistema de Informações sobre Nascidos Vivos (SINASC): um estudo de base populacional	CADERNOS DE SAÚDE PÚBLICA	HENRIQUES, LICIA BARBOSA ; ALVES, ERIKA BARRETO ; VIEIRA, FERNANDA MORENA DOS SANTOS BARBEIRO ; CARDOSO, BRUNO BAPTISTA ; D?ANGELES, ADRIANA CRISTINA RODRIGUES ; Cruz, Oswaldo Gonçalves ; SILVA, MONIQUE FELIX RIBEIRO DA ; SARACENI, VALERIA		
artigoEmPeriodico	 	2019	1678-4464	http://dx.doi.org/10.1590/0102-311x00094618	Arranjos regionais de governança do Sistema Único de Saúde: diversidade de prestadores e desigualdade espacial na provisão de serviços	CADERNOS DE SAÚDE PÚBLICA	LIMA, LUCIANA DIAS DE ; ALBUQUERQUE, MARIANA VERCESI DE ; SCATENA, JOÃO HENRIQUE GURTLER ; MELO, Enirtes Caetano Prates de ; OLIVEIRA, Evangelina Xavier Gouveia de ; CARVALHO, Marilia Sá ; PEREIRA, ADELYNE MARIA MENDES ; OLIVEIRA, RICARDO ANTUNES DANTAS DE ; MARTINELLI, NEREIDE LUCIA ; OLIVEIRA, CLARICE FURTADO DE		
artigoEmPeriodico	 	2019	1678-4464	http://dx.doi.org/10.1590/0102-311x00237418	Médicos, política e sistemas de saúde	CADERNOS DE SAÚDE PÚBLICA	LIMA, LUCIANA DIAS DE ; CARVALHO, Marilia Sá ; Coeli, Cláudia Medina		
artigoEmPeriodico	 	2019	0002-9262	http://dx.doi.org/10.1093/aje/kwz100	Effect estimates in randomized trials and observational studies: comparing apples with apples	AMERICAN JOURNAL OF EPIDEMIOLOGY	LODI, SARA PHILLIPS, ANDREW LUNDGREN, JENS LOGAN, ROGER SHARMA, SHWETA COLE, STEPHEN R BABIKER, ABDEL LAW, MATTHEW CHU, HAITAO BYRNE, DANA HORBAN, ANDRZEJ STERNE, JONATHAN A C PORTER, KHOLOUD SABIN, CAROLINE COSTAGLIOLA, DOMINIQUE ABGRALL, SOPHIE GILL, JOHN TOULOUMI, GIOTA Pacheco, Antonio G VAN SIGHEM, ARD REISS, PETER BUCHER, HEINER C MONTOLIU GIMÉNEZ, ALEXANDRA JARRIN, INMACULADA WITTKOP, LINDA , et al.MEYER, LAURENCE PEREZ-HOYOS, SANTIAGO JUSTICE, AMY NEATON, JAMES D HERNÁN, MIGUEL A ; Effect estimates in randomized trials and observational studies: comparing apples with apples		
artigoEmPeriodico	 	2019	0950-2688	http://dx.doi.org/10.1017/S0950268819000517	Disgust as an emotional driver of vaccine attitudes and uptake? A mediation analysis	EPIDEMIOLOGY AND INFECTION	LUZ, P. M. ; BROWN, H. E. ; STRUCHINER, C. J.		
artigoEmPeriodico	 	2019	1664-302X	http://dx.doi.org/10.3389/fmicb.2019.01981	Raltegravir-Induced Adaptations of the HIV-1 Integrase: Analysis of Structure, Variability, and Mutation Co-occurrence	Frontiers in Microbiology	MACHADO, LUCAS DE ALMEIDA ; GOMES, MARCELO FERREIRA DA COSTA ; GUIMARÃES, ANA CAROLINA RAMOS		
artigoEmPeriodico	 	2019	2045-2322	http://dx.doi.org/10.1038/s41598-019-52640-5	Quantitative PCR for leprosy diagnosis and monitoring in household contacts: A follow-up study, 2011-2018	Scientific Reports	MANTA, FERNANDA S. N. ; BARBIERI, RAQUEL R. ; MOREIRA, SUELEN J. M. ; SANTOS, PAULO T. S. ; NERY, JOSÉ A. C. ; DUPPRE, NÁDIA C. ; SALES, ANNA M. ; PACHECO, ANTÔNIO G. ; HACKER, MARIANA A. ; MACHADO, ALICE M. ; SARNO, EUZENIR N. ; MORAES, MILTON O.		
artigoEmPeriodico	 	2019	2045-2322	http://dx.doi.org/10.1038/s41598-019-40432-w	Reactive centre loop dynamics and serpin specificity	Scientific Reports	MARIJANOVIC, EMILIA M. ; FODOR, JAMES ; RILEY, BLAKE T. ; POREBSKI, BENJAMIN T. ; COSTA, MAURICIO G. S. ; KASS, ITAMAR ; HOKE, DAVID E. ; MCGOWAN, SHEENA ; BUCKLE, ASHLEY M.		
artigoEmPeriodico	 	2019	1756-3305	http://dx.doi.org/10.1186/s13071-018-3280-z	Probability of dengue transmission and propagation in a non-endemic temperate area: conceptual model and decision risk levels for early alert, prevention and control	Parasites & Vectors	MARQUES-TOLEDO, CECILIA A. ; BENDATI, MARIA MERCEDES ; Codeço, Claudia T. ; TEIXEIRA, MAURO M.		
artigoEmPeriodico	 	2019	1678-8060	http://dx.doi.org/10.1590/0074-02760190105	Gene regulatory network inference and analysis of multidrug-resistant Pseudomonas aeruginosa	Memórias do Instituto Oswaldo Cruz	MEDEIROS FILHO, F. ; NASCIMENTO, A. P. B. ; SANTOS, M. T. ; ASSEF, A. P. D. C. ; SILVA, F. A. B.		
artigoEmPeriodico	 	2019	1664-8021	http://dx.doi.org/10.3389/fgene.2019.00633	FindTargetsWEB: A User-Friendly Tool for Identification of Potential Therapeutic Targets in Metabolic Networks of Bacteria	Frontiers in Genetics	MERIGUETI, T. C. ; CARNEIRO, M. W. ; ASSEF, A. P. D. C. ; SILVA JUNIOR, F. P. ; SILVA, F. A. B.		
artigoEmPeriodico	 	2019	1932-6203	http://dx.doi.org/10.1371/journal.pone.0215508	In silico analysis of the V66M variant of human BDNF in psychiatric disorders: An approach to precision medicine	PLoS One	OLIVEIRA, C. C. S. ; PEREIRA, G. R. C. ; ALCANTARA, J. Y. S. ; ANTUNES, DEBORAH ; CAFFARENA, ERNESTO ; MESQUITA, J. F.		
artigoEmPeriodico	 	2019	1678-4464	http://dx.doi.org/10.1590/0102-311x00023918	A populational-based birth cohort study in a low-income urban area in Rio de Janeiro, Brazil: implementation and description of the characteristics of the study	CADERNOS DE SAÚDE PÚBLICA	PEDRO, RENATA SARAIVA ; CARVALHO, Marilia Sá ; GIRIANELLI, VANIA REIS ; DAMASCENO, LUANA SANTANA ; LEAL, IZABEL ; CUNHA, DENISE COTRIM DA ; CARVALHO, LIÈGE MARIA ABREU DE ; AYLLÓN, TANIA ; WAKIMOTO, MAYUMI DUARTE ; SALGUEIRO, JENNIFER BRAATHEN ; YAKOB, LAITH ; HONÓRIO, NILDIMAR ALVES ; BRASIL, PATRÍCIA		
artigoEmPeriodico	 	2019	1570-9639	http://dx.doi.org/10.1016/j.bbapap.2019.07.001	Glycosylation effects on the structure and dynamics of a full-length Cel7A cellulase	BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS	PENA, CARLOS EDUARDO ; Costa, Mauricio Garcia Souza ; Batista, Paulo Ricardo		
artigoEmPeriodico	 	2019	1756-8919	http://dx.doi.org/10.4155/fmc-2018-0523	Benzimidazole inhibitors of the major cysteine protease of <i>Trypanosoma brucei</i>	Future Medicinal Chemistry	PEREIRA, GLAÉCIA AN ; SANTOS, LUCIANNA H ; WANG, STEVEN C ; MARTINS, LUAN C ; VILLELA, FILIPE S ; LIAO, WEITING ; DESSOY, MARCO A ; DIAS, LUIZ C ; ANDRICOPULO, ADRIANO D ; COSTA, MARIANA AF ; NAGEM, RONALDO AP ; CAFFREY, CONOR R ; LIEDL, KLAUS R ; CAFFARENA, ERNESTO R ; FERREIRA, RAFAELA S		
artigoEmPeriodico	 	2019	1468-2869	http://dx.doi.org/10.1007/s11524-019-00351-7	A Local View of Informal Urban Environments: a Mobile Phone-Based Neighborhood Audit of Street-Level Factors in a Brazilian Informal Community	Journal of Urban Health	REMIGIO, RICHARD V. ; ZULAIKA, GARAZI ; RABELLO, RENATA S. ; BRYAN, JOHN ; SHEEHAN, DANIEL M. ; GALEA, SANDRO ; Carvalho, Marilia S. ; RUNDLE, ANDREW ; LOVASI, GINA S.		
artigoEmPeriodico	 	2019	1475-2875	http://dx.doi.org/10.1186/s12936-019-2753-7	Vector competence, vectorial capacity of Nyssorhynchus darlingi and the basic reproduction number of Plasmodium vivax in agricultural settlements in the Amazonian Region of Brazil	MALARIA JOURNAL	SALLUM, MARIA ANICE M. ; CONN, JAN E. ; BERGO, EDUARDO S. ; LAPORTA, GABRIEL Z. ; CHAVES, LEONARDO S. M. ; BICKERSMITH, SARA A. ; DE OLIVEIRA, TATIANE M. P. ; FIGUEIRA, ELDER AUGUSTO G. ; MORESCO, GILBERTO ; OLÍVÊR, LÊUDA ; STRUCHINER, C. J. ; YAKOB, LAITH ; MASSAD, E.		
artigoEmPeriodico	 	2019	1020-4989	http://dx.doi.org/10.26633/rpsp.2019.15	Mortalidad atribuible a gripe en los períodos prevacunación y posvacunación en Argentina: estudio ecológico (2002-2016)	REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH	SARROUF, ELENA B. ; SOUZA-SANTOS, REINALDO ; Cruz, Oswaldo Gonçalves		
artigoEmPeriodico	 	2019	1999-4915		Effects of the Q80K polymorphism on the physicochemical properties of hepatitis C virus subtype 1a NS3 protease	Viruses-Basel	SILVA, A. P. ; ANTUNES, DEBORAH ; TORRES, A.L.Q. ; CAFFARENA, ERNESTO ; LAMPE, E.		
artigoEmPeriodico	 	2019	0021-9606	http://dx.doi.org/10.1063/1.5080942	The role of hydrophobicity in the cold denaturation of proteins under high pressure: A study on apomyoglobin	JOURNAL OF CHEMICAL PHYSICS	SILVA, R. E. ; CAFFARENA, ERNESTO ; Grigera, J. Raúl		
artigoEmPeriodico	 	2019	0739-1102	http://dx.doi.org/10.1080/07391102.2019.1626769	Studying effects of different protonation states of His11 and His102 in ribose-5-phosphate isomerase of <i>Trypanosoma cruzi</i> : an example of cooperative behavior	JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS	SOARES, RAFAEL F. ; ANTUNES, DEBORAH ; SANTOS, LUCIANNA H. S. ; ROCHA, GISELE VIEIRA ; BASTOS, LEONARDO SOARES ; GUIMARÃES, ANA CAROLINA R. ; CAFFARENA, ERNESTO R.		
artigoEmPeriodico	 	2019	1678-9849	http://dx.doi.org/10.1590/0037-8682-0464-2018	Nocturnal Activity Rhythm of Nyssomyia intermedia (Diptera: Psychodidae: Phlebotominae) in Campus Fiocruz Mata Atlântica, an American Cutaneous Leishmaniasis Transmission Area, Rio de Janeiro, Brazil	SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL. REVISTA	SOUZA, FILIPE JONAS MATTOS SOARES DE ; SILVA, VANDERLEI CAMPOS ; COELHO, CLÁUDIA ALVES DE ANDRADE ; AZEVEDO, ALFREDO CARLOS RODRIGUES DE ; BASTOS, LEONARDO ; SOUZA, NATALY ARAUJO DE		
artigoEmPeriodico	 	2019	1751-3758	http://dx.doi.org/10.1080/17513758.2019.1593524	Oscillatory regimes in a mosquito population model with larval feedback on egg hatching	Journal of Biological Dynamics	STRUGAREK, M. ; DUFOUR, L. ; VAUCHELET, N. ; ALMEIDA, L. ; PERTHAME, B. ; VILLELA, D. A. M.		
artigoEmPeriodico	 	2018	1471-2333		Seasonal dynamics of influenza in Brazil: the latitude effect	BMC Infectious Diseases (Online)	Almeida, A.R.M. ; CODEÇO, CLAUDIA ; LUZ, P. M.		
artigoEmPeriodico	 	2018	1678-8060	http://dx.doi.org/10.1590/0074-02760170489	Single nucleotide polymorphisms of cytokine-related genes and association with clinical outcome in a Chagas disease case-control study from Brazil	Memórias do Instituto Oswaldo Cruz	ALVARADO-ARNEZ, LUCIA ELENA ; BATISTA, ANGELICA MARTINS ; ALVES, SILVIA MARINHO ; MELO, GLORIA ; DE LORENA, VIRGINIA MARIA BARROS ; Cardoso, C. C. ; PEREIRA, ISABELA RESENDE ; Carazzone, C. ; Pacheco, A G ; OLIVEIRA, WILSON ; MORAES, M O ; LANNES-VIEIRA, JOSELI		
artigoEmPeriodico	 	2018	1932-6203	http://dx.doi.org/10.1371/journal.pone.0195014	Dispersion and oviposition of Aedes albopictus in a Brazilian slum: Initial evidence of Asian tiger mosquito domiciliation in urban environments	PLoS One	AYLLÓN, TANIA ; CÂMARA, DANIEL CARDOSO PORTELA ; MORONE, FERNANDA CRISTINA ; GONÇALVES, LARISSA DA SILVA ; SAITO MONTEIRO DE BARROS, FÁBIO ; BRASIL, PATRÍCIA ; CARVALHO, Marilia Sá ; HONÓRIO, NILDIMAR ALVES		
artigoEmPeriodico	 	2018	0025-7974	http://dx.doi.org/10.1097/md.0000000000009447	HIV, HCV, HBV, and syphilis among transgender women from Brazil	MEDICINE	BASTOS, FRANCISCO I. ; BASTOS, L. S. ; COUTINHO, C. F. ; TOLEDO, L. ; MOTA, J. C. ; VELASCO-DE-CASTRO, C. A. ; SPERANDEI, SANDRO ; BRIGNOL, S. M. ; TRAVASSOS, T. S. ; SANTOS, C. M. ; MALTA, M. S. ; Divas Research Group		
artigoEmPeriodico	 	2018	1664-3224	http://dx.doi.org/10.3389/fimmu.2018.00615	Genetic Polymorphism at CCL5 Is Associated With Protection in Chagas? Heart Disease: Antagonistic Participation of CCR1+ and CCR5+ Cells in Chronic Chagasic Cardiomyopathy	Frontiers in Immunology	BATISTA, ANGELICA MARTINS ; ALVARADO-ARNEZ, LUCIA ELENA ; ALVES, SILVIA MARINHO ; MELO, GLORIA ; PEREIRA, ISABELA RESENDE ; RUIVO, LEONARDO ALEXANDRE DE SOUZA ; DA SILVA, ANDREA ALICE ; GIBALDI, DANIEL ; DA SILVA, THAYSE DO E. S. PROTÁSIO ; DE LORENA, VIRGINIA MARIA BARROS ; DE MELO, ADRIENE SIQUEIRA ; DE ARAÚJO SOARES, ANA KARINE ; BARROS, MICHELLE DA SILVA ; COSTA, VLÁUDIA MARIA ASSIS ; CARDOSO, CYNTHIA C. ; Pacheco, Antonio G. ; CARRAZZONE, CRISTINA ; OLIVEIRA, WILSON ; Moraes, Milton Ozório ; LANNES-VIEIRA, JOSELI		
artigoEmPeriodico	 	2018	1678-4464	http://dx.doi.org/10.1590/0102-311x00025018	Mulheres no mundo da ciência e da publicação científica	CADERNOS DE SAÚDE PÚBLICA	CARVALHO, Marilia Sá ; Coeli, Claudia Medina ; LIMA, LUCIANA DIAS DE		
artigoEmPeriodico	 	2018	1678-4464	http://dx.doi.org/10.1590/0102-311x00161818	O grande desafio para a publicação científica	CADERNOS DE SAÚDE PÚBLICA	CARVALHO, Marilia Sá ; LIMA, LUCIANA DIAS DE ; Coeli, Cláudia Medina		
artigoEmPeriodico	 	2018	0398-7620	http://dx.doi.org/10.1016/j.respe.2018.05.408	Infodengue: A nowcasting system for the surveillance of arboviruses in Brazil	REVUE D EPIDEMIOLOGIE ET DE SANTE PUBLIQUE	CODECO, C. ; COELHO, F. ; CRUZ, O. ; OLIVEIRA, S. ; CASTRO, T. ; BASTOS, L.		
artigoEmPeriodico	 	2018	1755-4365	http://dx.doi.org/10.1016/j.epidem.2018.05.011	Estimating the effective reproduction number of dengue considering temperature-dependent generation intervals	Epidemics	CODEÇO, CLAUDIA T. ; VILLELA, DANIEL A.M. ; COELHO, FLAVIO C.		
artigoEmPeriodico	 	2018	1678-4464	http://dx.doi.org/10.1590/0102-311x00173718	Mulheres na ciência	CADERNOS DE SAÚDE PÚBLICA	CODEÇO, CLÁUDIA T; DIAS, C. M.		
artigoEmPeriodico	 	2018	1678-4464	http://dx.doi.org/10.1590/0102-311x00000718	Hipercompetitividade e integridade em pesquisa	CADERNOS DE SAÚDE PÚBLICA	Coeli, Cláudia Medina ; LIMA, LUCIANA DIAS DE ; CARVALHO, Marilia Sá		
artigoEmPeriodico	 	2018	0001-706X	http://dx.doi.org/10.1016/j.actatropica.2018.03.006	Time series analysis of dengue surveillance data in two Brazilian cities	ACTA TROPICA	CORTES, FANNY ; TURCHI MARTELLI, CELINA MARIA ; ARRAES DE ALENCAR XIMENES, RICARDO ; MONTARROYOS, ULISSES RAMOS ; SIQUEIRA JUNIOR, JOÃO BOSCO ; GONÇALVES CRUZ, OSWALDO ; ALEXANDER, NEAL ; VIEIRA DE SOUZA, WAYNER		
artigoEmPeriodico	 	2018	1568-0266	http://dx.doi.org/10.2174/1568026618666181029150118	New Efavirenz Derivatives and 1,2,3-Triazolyl-phosphonates as Inhibitors of Reverse Transcriptase of HIV-1	CURRENT TOPICS IN MEDICINAL CHEMISTRY	COSTA, CAROLINA C.P. ; BOECHAT, NUBIA ; BASTOS, MONICA M. ; DA SILVA, FERNANDO DE C. ; MARTTORELLI, ANDRESSA ; SOUZA, THIAGO M.L. ; BAPTISTA, MAYARA S. ; HOELZ, LUCAS V.B. ; CAFFFARENA, ERNESTO R.		
artigoEmPeriodico	 	2018	1746-6148	http://dx.doi.org/10.1186/s12917-018-1550-9	Canine visceral leishmaniasis in Araçatuba, state of São Paulo, Brazil, and its relationship with characteristics of dogs and their owners: a cross-sectional and spatial analysis using a geostatistical approach	BMC Veterinary Research	COSTA, DANIELLE NUNES CARNEIRO CASTRO ; BLANGIARDO, MARTA ; RODAS, LILIAN APARECIDA COLEBRUSCO ; NUNES, CARIS MARONI ; HIRAMOTO, ROBERTO MITSUYOSHI ; TOLEZANO, JOSÉ EDUARDO ; BONFIETTI, LUCAS XAVIER ; BERMUDI, PATRICIA MARQUES MORALEJO ; CIPRIANO, RAFAEL SILVA ; CARDOSO, GRAZIELA CÂNDIDO DINIZ ; CODEÇO, CLÁUDIA TORRES ; CHIARAVALLOTI-NETO, FRANCISCO		
artigoEmPeriodico	 	2018	1463-9076	http://dx.doi.org/10.1039/c7cp07073j	Computational engineering of cellulase Cel9A-68 functional motions through mutations in its linker region	PHYSICAL CHEMISTRY CHEMICAL PHYSICS	COSTA, MAURICIO G. S. ; SILVA, YAGO FERREIRA ; Batista, Paulo Ricardo		
